Item Type,Order ID,Units Sold,Total Cost,Total Profit
Fruits,400701701,5393,37319.56,12997.13
Cereal,775136792,9057,1060665.27,802359.63
Cosmetics,405097091,6086,1602626.38,1058172.82
Cosmetics,848443925,2267,596969.11,394163.29
Baby Food,133351123,415,66159.30,39781.90
Beverages,408305013,5382,171093.78,84282.12
Clothes,292104423,9045,324172.80,664264.80
Household,723860681,5316,2671502.64,881020.68
Fruits,912997615,5138,35554.96,12382.58
Personal Care,589251554,1484,84098.28,37189.04
Cereal,452671325,4359,510482.49,386163.81
Personal Care,823618257,5800,328686.00,145348.00
Office Supplies,292766177,4873,2558130.08,615216.25
Fruits,671101415,2677,18524.84,6451.57
Fruits,239922797,7342,50806.64,17694.22
Cereal,500841653,9030,1057503.30,799967.70
Meat,325781810,4932,1798651.08,282110.40
Cosmetics,906979596,4272,1124945.76,742772.64
Household,806983840,3306,1661397.24,547903.38
Vegetables,908655869,319,29006.67,20138.47
Beverages,365169513,629,19995.91,9850.14
Office Supplies,650011098,1583,831011.68,199853.75
Vegetables,606979453,7563,687703.59,477452.19
Household,500185906,4980,2502649.20,825335.40
Clothes,664054286,7275,260736.00,534276.00
Vegetables,153320920,9922,902207.46,626375.86
Household,793034636,5427,2727284.58,899416.71
Vegetables,428556764,8325,756992.25,525557.25
Fruits,575561130,183,1266.36,441.03
Cosmetics,570034062,4601,1211581.33,799975.87
Clothes,718274390,2209,79170.56,162228.96
Vegetables,946893441,5666,515209.38,357694.58
Clothes,352815043,4667,167265.28,342744.48
Cereal,353275525,933,109263.63,82654.47
Snacks,635823714,3221,313854.24,177605.94
Cereal,508320939,2317,271343.87,205263.03
Fruits,248941028,6037,41776.04,14549.17
Fruits,656170308,4231,29278.52,10196.71
Cosmetics,798807609,3778,994860.74,656880.86
Clothes,265964257,3589,128629.76,263576.16
Cosmetics,517064082,9607,2529811.31,1670369.09
Beverages,831843411,9806,311732.74,153561.96
Beverages,560351073,9190,292150.10,143915.40
Personal Care,472948396,4795,271732.65,120162.70
Personal Care,510309207,689,39045.63,17266.34
Office Supplies,233419835,2971,1559656.16,375088.75
Vegetables,173579108,4770,433736.10,301130.10
Clothes,482398355,1248,44728.32,91653.12
Snacks,481801402,4596,447834.24,253423.44
Clothes,914024579,9039,323957.76,663824.16
Household,791616714,5832,2930813.28,966537.36
Office Supplies,547439134,8260,4336169.60,1042825.00
Cereal,684665668,6641,777727.51,588326.19
Vegetables,426782643,3323,302160.39,209780.99
Cereal,867588889,7687,900224.57,680991.33
Beverages,921195733,1143,36335.97,17899.38
Meat,472027003,2135,778613.15,122122.00
Vegetables,824819028,1135,103205.55,71652.55
Beverages,654620635,5648,179549.92,88447.68
Office Supplies,956793153,5211,2735566.56,657888.75
Office Supplies,997010409,6391,3355019.36,806863.75
Beverages,561258733,7786,247516.94,121928.76
Cosmetics,405836951,5027,1323759.91,874044.49
Cosmetics,907356393,5775,1520730.75,1004099.25
Beverages,712740886,4722,150112.38,73946.52
Vegetables,789226758,8591,781179.63,542349.83
Fruits,374362838,1138,7874.96,2742.58
Vegetables,126010453,8148,740897.64,514383.24
Vegetables,772343432,2440,221869.20,154037.20
Snacks,861848104,8861,863415.84,488595.54
Vegetables,813323295,9292,844921.56,586603.96
Cosmetics,665880334,7643,2012631.19,1328888.41
Snacks,528943049,4857,473266.08,267814.98
Personal Care,132247769,3909,221523.03,97959.54
Personal Care,175843322,4801,272072.67,120313.06
Snacks,980091035,9572,932695.68,527800.08
Household,235664737,7287,3662008.98,1207674.51
Clothes,653550755,9047,324244.48,664411.68
Fruits,515047919,2980,20621.60,7181.80
Household,421767556,9247,4646987.38,1532505.31
Baby Food,145633494,5042,803795.64,483326.12
Clothes,878882062,9588,343633.92,704142.72
Meat,284062087,9139,3332901.91,522750.80
Snacks,144034898,1982,193126.08,109287.48
Cereal,511974322,3434,402155.74,304218.06
Personal Care,161366689,844,47829.48,21150.64
Household,636010825,8592,4317823.68,1423952.16
Meat,400018060,3088,1126162.72,176633.60
Cosmetics,687812221,7776,2047654.08,1352013.12
Personal Care,554129636,8128,460613.76,203687.68
Beverages,924019134,6650,211403.50,104139.00
Beverages,542842042,7878,250441.62,123369.48
Vegetables,926272189,3379,307252.47,213316.27
Baby Food,510295903,6753,1076563.26,647342.58
Meat,501212012,8627,3146180.63,493464.40
Fruits,825631844,1665,11521.80,4012.65
Baby Food,580479228,5558,886056.36,532789.88
Beverages,282990491,2030,64533.70,31789.80
Meat,520714461,9835,3586726.15,562562.00
Snacks,601512467,9761,951111.84,538221.54
Fruits,803558337,9624,66598.08,23193.84
Household,125338399,9272,4659550.88,1536648.56
Fruits,335651481,5587,38662.04,13464.67
Snacks,123608911,7478,728656.32,412336.92
Vegetables,948634517,889,80836.77,56122.57
Meat,290464627,3793,1383269.17,216959.60
Baby Food,199148070,1194,190347.48,114456.84
Meat,545046174,130,47409.70,7436.00
Meat,368832767,4667,1702008.23,266952.40
Meat,131494176,904,329679.76,51708.80
Beverages,364329230,1970,62626.30,30850.20
Beverages,318949258,3028,96260.12,47418.48
Beverages,217278087,6269,199291.51,98172.54
Baby Food,801552045,5917,943288.14,567203.62
Cosmetics,184319961,3227,849765.91,561078.49
Meat,598443162,1485,541564.65,84942.00
Beverages,747095477,1009,32076.11,15800.94
Cereal,753763234,4146,485538.06,367294.14
Cereal,812245261,278,32556.58,24628.02
Vegetables,736652886,814,74017.02,51387.82
Meat,411409938,4198,1530968.62,240125.60
Cosmetics,241252744,903,237786.99,157004.61
Clothes,701230132,8434,302274.56,619392.96
Personal Care,986703431,6327,358551.09,158554.62
Cereal,363346469,1149,134559.39,101789.91
Vegetables,417145574,1500,136395.00,94695.00
Meat,104399573,3009,1097352.21,172114.80
Household,701719796,3336,1676473.44,552875.28
Snacks,856030070,7176,699229.44,395684.64
Snacks,634566724,1250,121800.00,68925.00
Personal Care,174878585,9314,527824.38,233408.84
Household,134826982,7155,3595673.70,1185798.15
Beverages,342585742,7589,241254.31,118843.74
Snacks,246641194,5465,532509.60,301340.10
Cereal,265792167,2663,311863.93,235915.17
Snacks,439149987,3095,301576.80,170658.30
Household,876138484,7702,3870563.08,1276452.46
Household,406493985,9458,4753023.32,1567474.34
Fruits,630265319,8369,57913.48,20169.29
Vegetables,967813813,6469,588226.17,408387.97
Cosmetics,909813296,2827,744433.91,491530.49
Meat,467250096,8542,3115181.98,488602.40
Vegetables,621423041,1742,158400.06,109972.46
Meat,173943459,2590,944547.10,148148.00
Household,696735179,8277,4159523.58,1371747.21
Meat,682034528,8028,2927731.32,459201.60
Personal Care,492390334,8097,458856.99,202910.82
Office Supplies,110663926,6770,3553979.20,854712.50
Meat,490029132,9365,3415321.85,535678.00
Beverages,403972280,3230,102681.70,50581.80
Fruits,496292197,2745,18995.40,6615.45
Office Supplies,131100213,4321,2268352.16,545526.25
Clothes,542820155,1401,50211.84,102889.44
Baby Food,786188352,9459,1507953.78,906739.74
Office Supplies,886253631,999,524435.04,126123.75
Household,488377320,557,279914.78,92311.61
Household,208233249,9701,4875140.54,1607746.73
Baby Food,281807744,2029,323463.18,194499.94
Office Supplies,115399634,8171,4289448.16,1031588.75
Vegetables,535620248,789,71743.77,49809.57
Meat,639393413,9574,3491542.06,547632.80
Baby Food,943955457,6251,996534.42,599220.86
Office Supplies,236855208,9574,5025967.04,1208717.50
Clothes,525953996,330,11827.20,24235.20
Office Supplies,289425647,6335,3325621.60,799793.75
Vegetables,325756490,7439,676428.27,469624.07
Personal Care,603745353,521,29525.07,13056.26
Cereal,712503564,4493,526175.23,398034.87
Clothes,311454951,5296,189808.64,388938.24
Cosmetics,480335843,905,238313.65,157352.35
Fruits,569195067,6324,43762.08,15240.84
Meat,448393952,8590,3132687.10,491348.00
Personal Care,958606326,1769,100249.23,44331.14
Clothes,760818517,1961,70282.24,144015.84
Household,386329352,2295,1153329.30,380350.35
Vegetables,886750161,7933,721347.69,500810.29
Fruits,684004771,1067,7383.64,2571.47
Vegetables,520329511,5920,538305.60,373729.60
Snacks,308273208,3748,365205.12,206664.72
Household,480697190,7836,3937903.44,1298660.28
Snacks,640775287,8502,828434.88,468800.28
Cereal,911993825,8094,947888.34,717047.46
Cosmetics,588151633,5993,1578136.69,1042002.91
Snacks,383360040,3610,351758.40,199055.40
Household,182042872,9386,4716840.44,1555541.78
Cosmetics,388936460,3796,999600.68,660010.52
Snacks,579089629,4345,423376.80,239583.30
Baby Food,847863709,568,90550.56,54448.48
Baby Food,460932528,9033,1440040.86,865903.38
Beverages,104282414,8339,265096.81,130588.74
Cereal,534212195,4115,481907.65,364547.85
Vegetables,327333199,4023,365811.39,253971.99
Beverages,830569255,2754,87549.66,43127.64
Meat,311156690,7034,2565229.46,402344.80
Baby Food,706644332,616,98202.72,59049.76
Cosmetics,874893510,9286,2445282.38,1614556.82
Clothes,644078052,5863,210129.92,430578.72
Cereal,362684285,5194,608269.34,460136.46
Baby Food,449511039,9160,1460287.20,878077.60
Household,943669641,1672,840246.88,277100.56
Personal Care,154583919,3672,208092.24,92020.32
Baby Food,511990201,8133,1296562.86,779629.38
Cosmetics,915937316,5061,1332713.13,879956.07
Baby Food,786786592,6491,1034795.22,622227.26
Snacks,515211856,1492,145380.48,82268.88
Vegetables,112199437,1162,105660.66,73357.06
Household,559048163,3630,1824220.20,601599.90
Meat,657369363,9058,3303362.02,518117.60
Personal Care,179086863,4637,262778.79,116203.22
Meat,316436994,9593,3498471.17,548719.60
Beverages,531968581,180,5722.20,2818.80
Fruits,808542954,4683,32406.36,11286.03
Baby Food,299333941,8420,1342316.40,807141.20
Meat,477827870,8740,3187390.60,499928.00
Baby Food,187823569,23,3666.66,2204.78
Personal Care,593432366,8679,491838.93,217495.74
Meat,229078090,8152,2972952.88,466294.40
Household,849497067,3915,1967444.10,648832.95
Cereal,679738128,8472,992155.92,750534.48
Personal Care,265162599,6360,360421.20,159381.60
Cereal,221444308,9147,1071205.17,810332.73
Cosmetics,784569585,430,113231.90,74764.10
Meat,460837256,840,306339.60,48048.00
Household,976858651,3038,1526716.52,503487.74
Cosmetics,529557597,6716,1768524.28,1167710.92
Fruits,536170423,3598,24898.16,8671.18
Meat,684245955,2439,889478.91,139510.80
Beverages,281645524,4024,127922.96,63015.84
Snacks,506542956,6172,601399.68,340324.08
Cosmetics,357424581,8731,2299134.23,1518058.97
Cosmetics,703089225,8581,2259634.73,1491978.47
Meat,232648217,4632,1689244.08,264950.40
Fruits,405525386,2828,19569.76,6815.48
Cereal,501457059,1142,133739.62,101169.78
Clothes,770492064,4579,164111.36,336281.76
Snacks,182991731,174,16954.56,9594.36
Snacks,479629886,1996,194490.24,110059.44
Fruits,321392858,6143,42509.56,14804.63
Personal Care,239579474,5745,325569.15,143969.70
Beverages,385801064,5963,189563.77,93380.58
Household,981981456,8989,4517332.06,1489746.97
Beverages,970356976,9048,287635.92,141691.68
Clothes,263476455,7393,264965.12,542941.92
Cereal,194201219,7311,856191.21,647681.49
Baby Food,365705096,9120,1453910.40,874243.20
Cosmetics,901474416,5167,1360626.11,898386.29
Meat,195308005,4834,1762911.46,276504.80
Personal Care,761317193,9530,540065.10,238821.80
Cereal,683925807,7699,901629.89,682054.41
Office Supplies,367870175,9815,5152482.40,1239143.75
Cosmetics,288199126,3381,890318.73,587854.47
Personal Care,540273988,7934,449619.78,198826.04
Baby Food,389768588,42,6695.64,4026.12
Household,522669255,8302,4172087.08,1375890.46
Clothes,795274817,8346,299120.64,612930.24
Fruits,684196603,7834,54211.28,18879.94
Cosmetics,636358439,1458,383935.14,253502.46
Vegetables,718996655,5943,540396.99,375181.59
Household,169660079,5042,2533806.68,835610.66
Beverages,546210038,4543,144421.97,71143.38
Household,776820361,7262,3649445.48,1203531.26
Meat,309977376,8049,2935389.81,460402.80
Cereal,464479911,8782,1028460.02,777997.38
Household,379439294,3374,1695569.96,559173.02
Clothes,164279353,2766,99133.44,203135.04
Meat,448736417,9933,3622465.77,568167.60
Cosmetics,132859313,4878,1284523.74,848137.86
Snacks,437009370,9639,939224.16,531494.46
Household,851860415,3282,1649336.28,543925.86
Office Supplies,488398778,6907,3625898.72,872008.75
Fruits,327923285,8642,59802.64,20827.22
Household,972045266,8650,4346971.00,1433564.50
Personal Care,392688548,4123,233650.41,103322.38
Personal Care,682089459,4283,242717.61,107331.98
Vegetables,402796828,5387,489839.91,340081.31
Fruits,437671983,5721,39589.32,13787.61
Clothes,839888751,600,21504.00,44064.00
Cosmetics,382933461,7376,1942322.08,1282465.12
Beverages,610604941,426,13542.54,6671.16
Beverages,887014520,6163,195921.77,96512.58
Office Supplies,646586024,8028,4214378.88,1013535.00
Office Supplies,744055783,1496,785340.16,188870.00
Baby Food,304472625,9071,1446098.82,869546.06
Clothes,773197877,5289,189557.76,388424.16
Clothes,965905368,1718,61573.12,126169.92
Meat,218581426,1956,713333.64,111883.20
Snacks,637524878,6634,646416.96,365798.76
Cosmetics,349347054,8412,2215131.96,1462594.44
Baby Food,250971782,6982,1113070.44,669294.52
Clothes,859635388,4069,145832.96,298827.36
Clothes,962886703,8428,302059.52,618952.32
Cosmetics,768587052,843,221987.19,146572.41
Vegetables,554910266,9134,830554.62,576629.42
Cosmetics,220342671,3148,828962.84,547342.76
Snacks,633683097,9765,951501.60,538442.10
Cosmetics,484042870,7897,2079517.01,1373051.39
Baby Food,330845820,3485,555578.70,334072.10
Cosmetics,353828275,4504,1186038.32,783110.48
Office Supplies,803039062,5958,3127711.68,752197.50
Fruits,648839509,4884,33797.28,11770.44
Vegetables,731903445,5349,486384.57,337682.37
Beverages,613217198,3451,109707.29,54042.66
Household,824079596,2320,1165892.80,384493.60
Household,616101968,7118,3577079.72,1179666.14
Vegetables,211208140,37,3364.41,2335.81
Household,351634442,5300,2663462.00,878369.00
Snacks,949929702,4163,405642.72,229547.82
Household,638955247,9911,4980673.94,1642550.03
Vegetables,821884906,2863,260332.59,180741.19
Meat,722205007,5365,1956561.85,306878.00
Baby Food,533714377,6799,1083896.58,651752.14
Meat,970524346,8576,3127581.44,490547.20
Personal Care,117058742,9138,517850.46,228998.28
Clothes,178053891,8958,321054.72,657875.52
Personal Care,728558623,5542,314065.14,138882.52
Fruits,963934266,8425,58301.00,20304.25
Fruits,149854648,4175,28891.00,10061.75
Household,772306096,1391,699033.14,230530.43
Household,887587440,5702,2865483.08,944992.46
Vegetables,872310006,4770,433736.10,301130.10
Personal Care,273397624,3287,186274.29,82372.22
Office Supplies,958086621,7977,4187605.92,1007096.25
Personal Care,363925826,2594,147001.98,65005.64
Clothes,948776566,2925,104832.00,214812.00
Snacks,740812671,1787,174125.28,98535.18
Cosmetics,988520467,4028,1060693.24,700348.36
Office Supplies,310698783,1529,802663.84,193036.25
Beverages,546458947,8201,260709.79,128427.66
Cereal,905224788,4986,583910.46,441709.74
Cosmetics,216732633,4857,1278993.81,844486.59
Office Supplies,981031310,7820,4105187.20,987275.00
Beverages,818482148,5911,187910.69,92566.26
Clothes,119758975,8197,293780.48,601987.68
Clothes,695848119,5776,207011.84,424189.44
Beverages,828048408,6780,215536.20,106174.80
Baby Food,217971169,1368,218086.56,131136.48
Snacks,437540233,6733,656063.52,371257.62
Beverages,878991925,2099,66727.21,32870.34
Baby Food,104875075,3720,593042.40,356599.20
Office Supplies,798051011,9883,5188179.68,1247728.75
Clothes,311693561,5906,211671.04,433736.64
Cereal,119289052,9136,1069916.96,809358.24
Baby Food,864636313,3954,630346.68,379030.44
Office Supplies,111846673,6771,3554504.16,854838.75
Personal Care,895343959,1029,58313.43,25786.74
Office Supplies,469864499,2202,1155961.92,278002.50
Baby Food,660457122,2794,445419.48,267832.84
Cereal,212483155,7342,859821.62,650427.78
Personal Care,641616427,7414,420151.38,185794.84
Cereal,383843266,6607,773745.77,585314.13
Vegetables,645462501,5552,504843.36,350497.76
Clothes,453085458,6910,247654.40,507470.40
Baby Food,703635966,374,59623.08,35851.64
Vegetables,114350354,7666,697069.38,483954.58
Cosmetics,172777450,7542,1986034.86,1311327.54
Household,186778581,788,396001.52,130595.24
Cereal,434527575,5221,611431.31,462528.39
Office Supplies,814510762,690,362222.40,87112.50
Clothes,395526969,4074,146012.16,299194.56
Beverages,566687524,4286,136251.94,67118.76
Baby Food,987416255,7267,1158505.14,696614.62
Meat,937449491,991,361407.79,56685.20
Fruits,666836059,463,3203.96,1115.83
Snacks,945937287,2719,264939.36,149925.66
Beverages,815427005,1826,58048.54,28595.16
Clothes,736291539,3883,139166.72,285167.52
Baby Food,339829719,2020,322028.40,193637.20
Household,677652871,1398,702550.92,231690.54
Cosmetics,171684825,4210,1108619.30,731992.70
Personal Care,464161908,4678,265102.26,117230.68
Cereal,567632949,4058,475232.38,359498.22
Meat,914959275,5637,2055757.53,322436.40
Beverages,209314715,9731,309348.49,152387.46
Baby Food,374185597,8688,1385040.96,832831.68
